,word,len,freq,pron,phlen,orthsyl,ortho,phono
18637,fractions,9,25,fr{kSnz,7,frac-tions,True,True
18639,fracture,8,45,fr{ktS@r,8,frac-ture,True,True
18640,fractured,9,40,fr{ktS@d,8,frac-tured,True,True
18641,fractures,9,22,fr{ktS@z,8,frac-tures,True,True
18642,fracturing,10,5,fr{ktS@rIN,10,frac-tur-ing,True,True
18643,fragile,7,207,fr{dZaIl,8,frag-ile,True,True
18644,fragility,9,36,fr@dZIl@tI,10,fra-gil-i-ty,True,True
18645,fragment,8,112,fr{gmEnt,8,frag-ment,True,True
18646,fragmentary,11,33,fr{gm@nt@rI,11,frag-men-tar-y,True,True
18647,fragmentation,13,48,fr{gmEnteISn,12,frag-men-ta-tion,True,True
18648,fragmented,10,65,fr{gmEntId,10,frag-ment-ed,True,True
18649,fragmenting,11,4,fr{gmEntIN,10,frag-ment-ing,True,True
18650,fragments,9,282,fr{gm@nts,9,frag-ments,True,True
18652,fragrances,10,8,freIgr@nsIz,11,fra-granc-es,True,True
18653,fragrant,8,52,freIgr@nt,9,fra-grant,True,True
18654,fragrantly,10,1,freIgr@ntlI,11,fra-grant-ly,True,True
18655,frail,5,157,freIl,5,frail,True,True
18656,frailer,7,11,freIl@r,7,frail-er,True,True
18657,frailest,8,3,freIlIst,8,frail-est,True,True
18658,frailties,9,8,freIltIz,8,frail-ties,True,True
18659,frailty,7,31,freIltI,7,frail-ty,True,True
18660,frame,5,482,freIm,5,frame,True,True
18661,framed,6,155,freImd,6,framed,True,True
18662,frames,6,161,freImz,6,frames,True,True
18663,frameup,7,12,freImVp,7,frame--up,True,True
18664,frameups,8,2,freImVps,8,frame--ups,True,True
18665,framework,9,305,freImwOIk,9,frame-work,True,True
18666,frameworks,10,20,freImwOIks,10,frame-works,True,True
18668,franc,5,36,fr{Nk,5,franc,True,True
18669,france,6,1779,frAns,5,France,True,True
18670,franchise,9,47,fr{ntSaIz,9,fran-chise,True,True
18671,franchises,10,21,fr{ntSaIzIz,11,fran-chis-es,True,True
18673,franciscan,10,14,fr{nsIsk@n,10,Fran-cis-can,True,True
18674,franciscans,11,5,fr{nsIsk@nz,11,Fran-cis-cans,True,True
18675,francs,6,102,fr{Nks,6,francs,True,True
18676,frank,5,166,fr{Nk,5,frank,True,True
18677,franker,7,6,fr{Nk@r,7,frank-er,True,True
18678,frankfurt,9,122,fr{Nkf@t,8,Frank-furt,True,True
18679,frankfurter,11,4,fr{NkfOIt@r,11,frank-furt-er,True,True
18680,frankfurters,12,9,fr{NkfOIt@z,11,frank-furt-ers,True,True
18681,frankincense,12,6,fr{NkInsEns,11,frank-in-cense,True,True
18682,franklin,8,200,fr{NklIn,8,frank-lin,True,True
18683,franklins,9,1,fr{NklInz,9,frank-lins,True,True
18684,frankly,7,295,fr{NklI,7,frank-ly,True,True
18685,frankness,9,44,fr{NknIs,8,frank-ness,True,True
18686,franks,6,20,fr{Nks,6,Franks,True,True
18687,frantic,7,173,fr{ntIk,7,fran-tic,True,True
18688,frantically,11,109,fr{ntIk@lI,10,fran-ti-cal-ly,True,True
18689,frappe,6,1,fr{peI,6,frap-pe,True,True
18690,fraternal,9,22,fr@tOInl,8,fra-ter-nal,True,True
18691,fraternities,12,2,fr@tOIn@tIz,11,fra-ter-ni-ties,True,True
18692,fraternity,10,53,fr@tOIn@tI,10,fra-ter-ni-ty,True,True
18693,fraternizing,12,4,fr{t@naIzIN,11,frat-er-niz-ing,True,True
18694,fratricidal,11,5,fr{trIsaIdl,11,frat-ri-cid-al,True,True
18695,fratricide,10,2,fr{trIsaId,10,frat-ri-cide,True,True
18696,frau,4,68,fraU,4,Frau,True,True
18697,fraud,5,120,fr$d,4,fraud,True,True
18698,frauds,6,10,fr$dz,5,frauds,True,True
18699,fraudulence,11,2,fr$dtSUl@ns,11,fraud-u-lence,True,True
18700,fraudulent,10,34,fr$dtSUl@nt,11,fraud-u-lent,True,True
18701,fraudulently,12,3,fr$dtSUl@ntlI,13,fraud-u-lent-ly,True,True
18702,fraught,7,52,fr$t,4,fraught,True,True
18703,fraulein,8,36,frOIlaIn,8,frau-lein,True,True
18704,frauleins,9,4,frOIlaInz,9,frau-leins,True,True
18705,fray,4,43,freI,4,fray,True,True
18706,frayed,6,35,freId,5,frayed,True,True
18707,fraying,7,8,freIIN,6,fray-ing,True,True
18708,frazzle,7,3,fr{zl,5,fraz-zle,True,True
18709,freak,5,94,frik,4,freak,True,True
18710,freaked,7,15,frikt,5,freaked,True,True
18711,freakiest,9,1,frikIIst,8,freak-i-est,True,True
18712,freaking,8,3,frikIN,6,freak-ing,True,True
18713,freakish,8,12,frikIS,6,freak-ish,True,True
18714,freakishly,10,3,frikISlI,8,freak-ish-ly,True,True
18715,freakishness,12,4,frikISnIs,9,freak-ish-ness,True,True
18716,freakout,8,1,frikaUt,7,freak--out,True,True
18717,freaks,6,43,friks,5,freaks,True,True
18718,freaky,6,16,frikI,5,freak-y,True,True
18719,freckle,7,1,frEkl,5,freck-le,True,True
18720,freckled,8,35,frEkld,6,freck-led,True,True
18721,freckles,8,27,frEklz,6,freck-les,True,True
18722,free,4,3734,fri,3,free,True,True
18723,freeandeasy,11,4,fri{ndisI,9,free--and--eas-y,True,True
18724,freebooters,11,1,fribut@z,8,free-boot-ers,True,True
18725,freeborn,8,4,frib$n,6,free-born,True,True
18726,freed,5,155,frid,4,freed,True,True
18727,freedman,8,4,fridm{n,7,freed-man,True,True
18728,freedom,7,1794,frid@m,6,free-dom,True,True
18729,freedoms,8,60,frid@mz,7,free-doms,True,True
18730,freedwoman,10,1,fridwUm@n,9,freed-wom-an,True,True
18731,freefall,8,1,frif$l,6,free--fall,True,True
18732,freefloating,12,10,frifl@UtIN,10,free--float-ing,True,True
18733,freeforall,10,11,frif@r$l,8,free--for--all,True,True
18734,freehand,8,1,frih{nd,7,free-hand,True,True
18735,freehold,8,18,frih@Uld,8,free-hold,True,True
18736,freeholder,10,3,frih@Uld@r,10,free-hold-er,True,True
18737,freeholders,11,5,frih@Uld@z,10,free-hold-ers,True,True
18738,freeing,7,45,friIN,5,free-ing,True,True
18739,freelance,9,27,frilAns,7,free-lance,True,True
18740,freelancer,10,1,frilAns@r,9,free-lanc-er,True,True
18741,freelances,10,1,frilAnsIz,9,free-lanc-es,True,True
18742,freelancing,11,1,frilAnsIN,9,free-lanc-ing,True,True
18743,freeliving,10,2,frilIvIN,8,free--liv-ing,True,True
18744,freeloader,10,1,fril@Ud@r,9,free-load-er,True,True
18745,freeloaders,11,4,fril@Ud@z,9,free-load-ers,True,True
18746,freely,6,400,frilI,5,free-ly,True,True
18747,freeman,7,18,frim@n,6,free-man,True,True
18748,freemason,9,2,frimeIsn,8,Free-ma-son,True,True
18749,freemasonry,11,6,frimeIsnrI,10,free-ma-son-ry,True,True
18750,freemasons,10,7,frimeIsnz,9,Free-ma-sons,True,True
18751,freemen,7,1,frimEn,6,free-men,True,True
18752,freepost,8,5,frip@Ust,8,free-post,True,True
18753,freer,5,42,fri@r,5,fre-er,True,True
18754,freerange,9,18,frireIndZ,9,free--range,True,True
18755,frees,5,13,friz,4,frees,True,True
18757,freesias,8,3,friztS@z,8,free-si-as,True,True
18758,freespoken,10,1,frisp@Uk@n,10,free--spo-ken,True,True
18759,freest,6,8,friIst,6,fre-est,True,True
18760,freestanding,12,21,frist{ndIN,10,free-stand-ing,True,True
18761,freestone,9,5,frist@Un,8,free-stone,True,True
18762,freestyle,9,9,fristaIl,8,free-style,True,True
18763,freethinkers,12,2,friTINk@z,9,free-think-ers,True,True
18764,freethinking,12,3,friTINkIN,9,free-think-ing,True,True
18766,freeway,7,75,friweI,6,free-way,True,True
18767,freeways,8,9,friweIz,7,free-ways,True,True
18768,freewheel,9,4,friwil,6,free-wheel,True,True
18770,freewheels,10,1,friwilz,7,free-wheels,True,True
18771,freewill,8,12,friwIl,6,free-will,True,True
18772,freeze,6,154,friz,4,freeze,True,True
18773,freezedried,11,5,frizdraId,9,freeze--dried,True,True
18774,freezedrying,12,1,frizdraIIN,10,freeze--dry-ing,True,True
18775,freezer,7,61,friz@r,6,freez-er,True,True
18776,freezers,8,12,friz@z,6,freez-ers,True,True
18777,freezes,7,22,frizIz,6,freez-es,True,True
18778,freezing,8,180,frizIN,6,freez-ing,True,True
18779,freezingpoint,13,2,frizINpOInt,11,freez-ing--point,True,True
18780,freight,7,99,freIt,5,freight,True,True
18781,freighted,9,5,freItId,7,freight-ed,True,True
18782,freighter,9,15,freIt@r,7,freight-er,True,True
18783,freighters,10,12,freIt@z,7,freight-ers,True,True
18784,freightliners,13,1,freItlaIn@z,11,freight-lin-ers,True,True
18785,french,6,2677,frEntS,6,French,True,True
18786,frenchman,9,94,frEntSm@n,9,French-man,True,True
18787,frenchmen,9,54,frEntSm@n,9,French-men,True,True
18788,frenchwoman,11,2,frEntSwUm@n,11,French-wom-an,True,True
18789,frenchwomen,11,5,frEntSwImIn,11,French-wom-en,True,True
18790,frenetic,8,30,fr@nEtIk,8,fre-net-ic,True,True
18792,frenzied,8,63,frEnzId,7,fren-zied,True,True
18793,frenziedly,10,15,frEnzIdlI,9,fren-zied-ly,True,True
18794,frenzy,6,115,frEnzI,6,fren-zy,True,True
18795,frequencies,11,57,frikw@nsIz,10,fre-quen-cies,True,True
18796,frequency,9,226,frikw@nsI,9,fre-quen-cy,True,True
18797,frequent,8,404,frIkwEnt,8,fre-quent,True,True
18798,frequented,10,35,frIkwEntId,10,fre-quent-ed,True,True
18799,frequenting,11,3,frIkwEntIN,10,fre-quent-ing,True,True
18800,frequently,10,1036,frikw@ntlI,10,fre-quent-ly,True,True
18801,frequents,9,3,frIkwEnts,9,fre-quents,True,True
18802,fresco,6,17,frEsk@U,7,fres-co,True,True
18803,frescoed,8,5,frEsk@Ud,8,fres-coed,True,True
18804,frescoes,8,25,frEsk@Uz,8,fres-coes,True,True
18805,fresh,5,1265,frES,4,fresh,True,True
18806,freshen,7,8,frESn,5,fresh-en,True,True
18807,freshened,9,5,frESnd,6,fresh-ened,True,True
18808,freshening,10,7,frESnIN,7,fresh-en-ing,True,True
18809,freshens,8,1,frESnz,6,fresh-ens,True,True
18810,fresher,7,11,frES@r,6,fresh-er,True,True
18811,freshers,8,13,frES@z,6,fresh-ers,True,True
18812,freshest,8,6,frESIst,7,fresh-est,True,True
18814,freshman,8,28,frESm@n,7,fresh-man,True,True
18815,freshmen,8,10,frESm@n,7,fresh-men,True,True
18817,freshwater,10,40,frESw$t@r,9,fresh-wa-ter,True,True
18818,fret,4,36,frEt,4,fret,True,True
18819,fretful,7,37,frEtfUl,7,fret-ful,True,True
18820,fretfully,9,4,frEtfUlI,8,fret-ful-ly,True,True
18821,fretfulness,11,10,frEtfUlnIs,10,fret-ful-ness,True,True
18822,frets,5,4,frEts,5,frets,True,True
18823,fretsaw,7,1,frEts$,6,fret-saw,True,True
18824,fretted,7,25,frEtId,6,fret-ted,True,True
18825,fretting,8,28,frEtIN,6,fret-ting,True,True
18826,fretwork,8,10,frEtwOIk,8,fret-work,True,True
18827,freud,5,153,frOId,5,Freud,True,True
18828,freudian,8,53,frOIdI@n,8,Freud-i-an,True,True
18829,friability,10,1,fraI@bIl@tI,11,fri-a-bil-i-ty,True,True
18830,friable,7,5,fraI@bl,7,fri-a-ble,True,True
18831,friar,5,19,fraI@r,6,fri-ar,True,True
18832,friars,6,12,fraI@z,6,fri-ars,True,True
18833,friary,6,3,fraI@rI,7,fri-ar-y,True,True
18834,fricassee,9,3,frIk@si,7,fric-as-see,True,True
18835,fricative,9,1,frIk@tIv,8,fric-a-tive,True,True
18836,fricatives,10,1,frIk@tIvz,9,fric-a-tives,True,True
18837,friction,8,103,frIkSn,6,fric-tion,True,True
18840,fridays,7,39,fraIdIz,7,Fri-days,True,True
18841,fridge,6,70,frIdZ,5,fridge,True,True
18842,fridges,7,6,frIdZIz,7,fridg-es,True,True
18843,fried,5,170,fraId,5,fried,True,True
18844,friend,6,3087,frEnd,5,friend,True,True
18845,friendless,10,17,frEndlIs,8,friend-less,True,True
18846,friendlier,10,13,frEndlI@r,9,friend-li-er,True,True
18847,friendlies,10,3,frEndlIz,8,friend-lies,True,True
18848,friendliest,11,13,frEndlIIst,10,friend-li-est,True,True
18849,friendliness,12,74,frEndlInIs,10,friend-li-ness,True,True
18850,friendly,8,910,frEndlI,7,friend-ly,True,True
18851,friends,7,3674,frEndz,6,friends,True,True
18852,friendship,10,430,frEndSIp,8,friend-ship,True,True
18853,friendships,11,84,frEndSIps,9,friend-ships,True,True
18854,fries,5,16,fraIz,5,fries,True,True
18855,frieze,6,33,friz,4,frieze,True,True
18856,friezes,7,4,frizIz,6,friez-es,True,True
18857,frigate,7,16,frIg@t,6,frig-ate,True,True
18858,frigates,8,19,frIg@ts,7,frig-ates,True,True
18859,frigging,8,11,frIgIN,6,frig-ging,True,True
18860,fright,6,158,fraIt,5,fright,True,True
18861,frighten,8,104,fraItn,6,fright-en,True,True
18862,frightened,10,883,fraItnd,7,fright-ened,True,True
18863,frightening,11,342,fraItnIN,8,fright-en-ing,True,True
18864,frighteningly,13,20,fraItnINlI,10,fright-en-ing-ly,True,True
18865,frightens,9,31,fraItnz,7,fright-ens,True,True
18866,frightful,9,104,fraItfUl,8,fright-ful,True,True
18867,frightfully,11,57,fraItflI,8,fright-ful-ly,True,True
18868,frightfulness,13,5,fraItfUlnIs,11,fright-ful-ness,True,True
18869,frigid,6,59,frIdZId,7,frig-id,True,True
18870,frigidity,9,15,frIdZId@tI,10,fri-gid-i-ty,True,True
18871,frigidly,8,2,frIdZIdlI,9,frig-id-ly,True,True
18872,frill,5,10,frIl,4,frill,True,True
18873,frilled,7,14,frIld,5,frilled,True,True
18874,frills,6,40,frIlz,5,frills,True,True
18875,frilly,6,25,frIlI,5,frill-y,True,True
18877,fringed,7,55,frIndZd,7,fringed,True,True
18878,fringes,7,66,frIndZIz,8,fring-es,True,True
18880,fripperies,10,3,frIp@rIz,8,frip-per-ies,True,True
18881,frippery,8,1,frIp@rI,7,frip-per-y,True,True
18882,frisbee,7,10,frIzbI,6,Fris-bee,True,True
18883,frisbees,8,2,frIzbIz,7,Fris-bees,True,True
18884,frisk,5,5,frIsk,5,frisk,True,True
18885,frisked,7,15,frIskt,6,frisked,True,True
18886,frisking,8,5,frIskIN,7,frisk-ing,True,True
18887,frisks,6,2,frIsks,6,frisks,True,True
18888,frisky,6,11,frIskI,6,frisk-y,True,True
18889,frisson,7,9,frisQn,6,fris-son,True,True
18890,frissons,8,1,frisQnz,7,fris-sons,True,True
18891,fritter,7,6,frIt@r,6,frit-ter,True,True
18892,fritters,8,14,frIt@z,6,frit-ters,True,True
18893,frivolities,11,3,frIvQl@tIz,10,fri-vol-i-ties,True,True
18894,frivolity,9,32,frIvQl@tI,9,fri-vol-i-ty,True,True
18895,frivolous,9,90,frIv@l@s,8,friv-o-lous,True,True
18896,frivolously,11,1,frIv@l@slI,10,friv-o-lous-ly,True,True
18897,frizz,5,2,frIz,4,frizz,True,True
18898,frizzed,7,5,frIzd,5,frizzed,True,True
18899,frizzier,8,1,frIzI@r,7,friz-zi-er,True,True
18902,fro,3,124,fr@U,4,fro,True,True
18903,frock,5,106,frQk,4,frock,True,True
18904,frockcoat,9,4,frQkk@Ut,8,frock--coat,True,True
18905,frocks,6,38,frQks,5,frocks,True,True
18906,frog,4,77,frQg,4,Frog,True,True
18907,frogged,7,2,frQgd,5,frogged,True,True
18908,froggy,6,2,frQgI,5,Frog-gy,True,True
18909,frogman,7,4,frQgm@n,7,frog-man,True,True
18910,frogmarching,12,1,frQgmAtSIN,10,frog-march-ing,True,True
18911,frogmen,7,4,frQgm@n,7,frog-men,True,True
18912,frogs,5,99,frQgz,5,Frogs,True,True
18913,frogspawn,9,1,frQgsp$n,8,frog-spawn,True,True
18914,frolic,6,10,frQlIk,6,frol-ic,True,True
18915,frolicked,9,10,frQlIkt,7,frol-icked,True,True
18916,frolicking,10,4,frQlIkIN,8,frol-ick-ing,True,True
18917,frolics,7,5,frQlIks,7,frol-ics,True,True
18918,frolicsome,10,2,frQlIks@m,9,frol-ic-some,True,True
18919,from,4,74843,frQm,4,from,True,True
18920,frond,5,7,frQnd,5,frond,True,True
18921,fronds,6,33,frQndz,6,fronds,True,True
18922,front,5,4588,frVnt,5,front,True,True
18923,frontage,8,20,frVntIdZ,8,front-age,True,True
18924,frontages,9,5,frVntIdZIz,10,front-ag-es,True,True
18925,frontal,7,63,frVntl,6,fron-tal,True,True
18927,frontbench,10,6,frVntbEntS,10,front-bench,True,True
18928,frontbencher,12,1,frVntbEntS@r,12,front-bench-er,True,True
18929,fronted,7,20,frVntId,7,front-ed,True,True
18930,frontier,8,229,frVntI@r,8,fron-tier,True,True
18933,frontiersmen,12,10,frVntI@zmEn,11,fron-tiers-men,True,True
18934,fronting,8,13,frVntIN,7,front-ing,True,True
18935,frontispiece,12,14,frVntIspis,10,fron-tis-piece,True,True
18936,frontline,9,14,frVntlaIn,9,front--line,True,True
18937,frontpage,9,21,frVntpeIdZ,10,front--page,True,True
18938,frontrank,9,1,frVntr{Nk,9,front--rank,True,True
18939,fronts,6,88,frVnts,6,fronts,True,True
18940,frost,5,143,frQst,5,frost,True,True
18941,frostbite,9,8,frQstbaIt,9,frost-bite,True,True
18942,frostbitten,11,5,frQstbItn,9,frost-bit-ten,True,True
18944,frostily,8,4,frQstIlI,8,frost-i-ly,True,True
18945,frostiness,10,2,frQstInIs,9,frost-i-ness,True,True
18946,frosting,8,7,frQstIN,7,frost-ing,True,True
18947,frosts,6,26,frQsts,6,frosts,True,True
18948,frosty,6,40,frQstI,6,frost-y,True,True
18949,froth,5,39,frQT,4,froth,True,True
18950,frothed,7,5,frQTt,5,frothed,True,True
18951,frothing,8,16,frQTIN,6,froth-ing,True,True
18952,froths,6,1,frQTs,5,froths,True,True
18953,frothy,6,24,frQTI,5,froth-y,True,True
18954,frown,5,105,fraUn,5,frown,True,True
18955,frowned,7,175,fraUnd,6,frowned,True,True
18956,frowning,8,90,fraUnIN,7,frown-ing,True,True
18958,frowsty,7,2,fraUstI,7,frowst-y,True,True
18959,frowzier,8,1,fraUzI@r,8,frow-zi-er,True,True
18960,frowzy,6,8,fraUzI,6,frow-zy,True,True
18961,froze,5,92,fr@Uz,5,froze,True,True
18962,frozen,6,439,fr@Uzn,6,fro-zen,True,True
18963,fructifying,11,2,frVktIfaIIN,11,fruc-ti-fy-ing,True,True
18964,frugal,6,34,frugl,5,fru-gal,True,True
18965,frugality,9,11,frug{l@tI,9,fru-gal-i-ty,True,True
18966,frugally,8,8,frug@lI,7,fru-gal-ly,True,True
18967,fruit,5,1026,frut,4,fruit,True,True
18968,fruitcake,9,7,frutkeIk,8,fruit-cake,True,True
18969,fruitcakes,10,1,frutkeIks,9,fruit-cakes,True,True
18970,fruitful,8,77,frutfUl,7,fruit-ful,True,True
18971,fruitfully,10,6,frutfUlI,8,fruit-ful-ly,True,True
18972,fruitfulness,12,7,frutfUlnIs,10,fruit-ful-ness,True,True
18973,fruitier,8,2,frutI@r,7,fruit-i-er,True,True
18974,fruiting,8,7,frutIN,6,fruit-ing,True,True
18975,fruition,8,8,fruISn,6,fru-i-tion,True,True
18976,fruitless,9,45,frutlIs,7,fruit-less,True,True
18978,fruitlessness,13,1,frutlIsnIs,10,fruit-less-ness,True,True
18979,fruits,6,273,fruts,5,fruits,True,True
18980,fruity,6,23,frutI,5,fruit-y,True,True
18981,frump,5,3,frVmp,5,frump,True,True
18983,frustrate,9,28,frVstreIt,9,frus-trate,True,True
18984,frustrated,10,240,frVstreItId,11,frus-trat-ed,True,True
18985,frustrates,10,4,frVstreIts,10,frus-trates,True,True
18986,frustrating,11,106,frVstreItIN,11,frus-trat-ing,True,True
18987,frustration,11,283,frVstreISn,10,frus-tra-tion,True,True
18988,frustrations,12,69,frVstreISnz,11,frus-tra-tions,True,True
18989,fry,3,156,fraI,4,fry,True,True
18990,fryer,5,4,fraI@r,6,fry-er,True,True
18991,frying,6,111,fraIIN,6,fry-ing,True,True
18992,fryingpan,9,11,fraIINp{n,9,fry-ing--pan,True,True
18993,fryup,5,1,fraIVp,6,fry--up,True,True
18994,fuchs,5,9,ftSuks,6,Fuchs,True,True
18995,fuck,4,184,fVk,3,fuck,True,True
18996,fucked,6,30,fVkt,4,fucked,True,True
18997,fucker,6,19,fVk@r,5,fuck-er,True,True
18998,fuckers,7,5,fVk@z,5,fuck-ers,True,True
18999,fucking,7,194,fVkIN,5,fuck-ing,True,True
19000,fucks,5,3,fVks,4,fucks,True,True
19002,fuddled,7,5,fVdld,5,fud-dled,True,True
19003,fuddyduddy,10,5,fVdIdVdI,8,fud-dy--dud-dy,True,True
19004,fudge,5,21,fVdZ,4,fudge,True,True
19005,fudges,6,1,fVdZIz,6,fudg-es,True,True
19006,fudging,7,9,fVdZIN,6,fudg-ing,True,True
19007,fuel,4,828,ftSU@l,6,fu-el,True,True
19008,fuelled,7,35,ftSU@ld,7,fu-elled,True,True
19010,fuels,5,283,ftSU@lz,7,fu-els,True,True
19011,fug,3,6,fVg,3,fug,True,True
19012,fuggy,5,1,fVgI,4,fug-gy,True,True
19013,fugitive,8,40,ftSudZ@tIv,10,fu-gi-tive,True,True
19014,fugitives,9,16,ftSudZ@tIvz,11,fu-gi-tives,True,True
19015,fugs,4,1,fVgz,4,fugs,True,True
19016,fugue,5,9,ftSug,5,fugue,True,True
19017,fugues,6,1,ftSugz,6,fugues,True,True
19018,fuhrer,6,73,ftSU@r@r,8,fuh-rer,True,True
19019,fuhrers,7,1,ftSU@r@z,8,fuh-rers,True,True
19020,fulcrum,7,28,fUlkr@m,7,ful-crum,True,True
19021,fulfil,6,224,fUlfIl,6,ful-fil,True,True
19022,fulfilled,9,180,fUlfIld,7,ful-filled,True,True
19023,fulfilling,10,80,fUlfIlIN,8,ful-fil-ling,True,True
19024,fulfilment,10,135,fUlfIlm@nt,10,ful-fil-ment,True,True
19025,fulfilments,11,2,fUlfIlm@nts,11,ful-fil-ments,True,True
19026,fulfils,7,20,fUlfIlz,7,ful-fils,True,True
19027,full,4,4818,fUl,3,full,True,True
19028,fullback,8,32,fUlb{k,6,full-back,True,True
19029,fullbacks,9,4,fUlb{ks,7,full-backs,True,True
19030,fullblooded,11,25,fUlblVdId,9,full--blood-ed,True,True
19031,fullblown,9,19,fUlbl@Un,8,full--blown,True,True
19032,fullbodied,10,1,fUlbQdId,8,full--bod-ied,True,True
19033,fulldress,9,4,fUldrEs,7,full--dress,True,True
19034,fuller,6,80,fUl@r,5,full-er,True,True
19035,fullest,7,56,fUlIst,6,full-est,True,True
19036,fullface,8,5,fUlfeIs,7,full--face,True,True
19037,fullfledged,11,6,fUlflEdZd,9,full--fledged,True,True
19038,fullgrown,9,11,fUlgr@Un,8,full--grown,True,True
19039,fullhearted,11,2,fUlhAtId,8,full--heart-ed,True,True
19040,fulling,7,3,fUlIN,5,full-ing,True,True
19041,fulllength,10,51,fUllENkT,8,full--length,True,True
19042,fullness,8,40,fUlnIs,6,full-ness,True,True
19043,fullpage,8,9,fUlpeIdZ,8,full--page,True,True
19044,fulls,5,2,fUlz,4,fulls,True,True
19045,fullscale,9,60,fUlskeIl,8,full--scale,True,True
19046,fullthroated,12,3,fUlTr@UtId,10,full--throat-ed,True,True
19047,fulltime,8,318,fUltaIm,7,full--time,True,True
19048,fully,5,1254,fUlI,4,ful-ly,True,True
19049,fullyfledged,12,7,fUlIflEdZd,10,ful-ly--fledged,True,True
19050,fullygrown,10,1,fUlIgr@Un,9,ful-ly--grown,True,True
19051,fulmar,6,5,fUlm@r,6,ful-mar,True,True
19052,fulmars,7,2,fUlm@z,6,ful-mars,True,True
19053,fulminate,9,4,fVlmIneIt,9,ful-mi-nate,True,True
19054,fulminating,11,6,fVlmIneItIN,11,ful-mi-nat-ing,True,True
19055,fulmination,11,1,fVlmIneISn,10,ful-mi-na-tion,True,True
19056,fulminations,12,3,fVlmIneISnz,11,ful-mi-na-tions,True,True
19057,fulsome,7,6,fUls@m,6,ful-some,True,True
19058,fulsomely,9,4,fUls@mlI,8,ful-some-ly,True,True
19059,fulsomeness,11,2,fUls@mnIs,9,ful-some-ness,True,True
19060,fumble,6,16,fVmbl,5,fum-ble,True,True
19061,fumbled,7,75,fVmbld,6,fum-bled,True,True
19062,fumbler,7,2,fVmbl@r,7,fum-bler,True,True
19063,fumblers,8,2,fVmbl@z,7,fum-blers,True,True
19064,fumbles,7,3,fVmblz,6,fum-bles,True,True
19065,fumbling,8,62,fVmblIN,7,fum-bling,True,True
19066,fume,4,13,ftSum,5,fume,True,True
19067,fumed,5,10,ftSumd,6,fumed,True,True
19068,fumes,5,110,ftSumz,6,fumes,True,True
19069,fumigating,10,2,ftSumIgeItIN,12,fu-mi-gat-ing,True,True
19070,fumigation,10,2,ftSumIgeISn,11,fu-mi-ga-tion,True,True
19074,functional,10,148,fVNkSn@l,8,func-tion-al,True,True
19075,functionalism,13,20,fVNkSn@lIz@m,12,func-tion-al-ism,True,True
19076,functionalist,13,17,fVNkSn@lIst,11,func-tion-al-ist,True,True
19077,functionally,12,16,fVNkSn@lI,9,func-tion-al-ly,True,True
19078,functionaries,13,7,fVNkSn@rIz,10,func-tion-ar-ies,True,True
19079,functionary,11,9,fVNkSn@rI,9,func-tion-ar-y,True,True
19080,functioned,10,35,fVNkSnd,7,func-tioned,True,True
19081,functioning,11,134,fVNkSnIN,8,func-tion-ing,True,True
19082,functions,9,483,fVNkSnz,7,func-tions,True,True
19083,fund,4,432,fVnd,4,fund,True,True
19084,fundament,9,2,fVnd@m@nt,9,fun-da-ment,True,True
19085,fundamental,11,604,fVnd@mEntl,10,fun-da-men-tal,True,True
19086,fundamentally,13,180,fVnd@mEnt@lI,12,fun-da-men-tal-ly,True,True
19087,fundamentals,12,36,fVnd@mEntlz,11,fun-da-men-tals,True,True
19088,funded,6,75,fVndId,6,fund-ed,True,True
19089,funding,7,128,fVndIN,6,fund-ing,True,True
19090,fundraiser,10,6,fVndreIz@r,10,fund--rais-er,True,True
19091,fundraisers,11,5,fVndreIz@z,10,fund--rais-ers,True,True
19092,funds,5,585,fVndz,5,funds,True,True
19093,funeral,7,392,ftSun@r@l,9,fu-ner-al,True,True
19094,funerals,8,69,ftSun@r@lz,10,fu-ner-als,True,True
19095,funerary,8,8,ftSun@r@rI,10,fu-ner-ar-y,True,True
19096,funereal,8,11,ftSunI@rI@l,11,fu-ne-re-al,True,True
19097,funfair,7,3,fVnfE@r,7,fun-fair,True,True
19098,fungi,5,75,fVNgaI,6,fun-gi,True,True
19099,fungicide,9,3,fVndZIsaId,10,fun-gi-cide,True,True
19100,fungicides,10,16,fVndZIsaIdz,11,fun-gi-cides,True,True
19101,fungoid,7,7,fVNgOId,7,fun-goid,True,True
19102,fungus,6,94,fVNg@s,6,fun-gus,True,True
19103,funk,4,17,fVNk,4,funk,True,True
19104,funked,6,5,fVNkt,5,funked,True,True
19105,funky,5,7,fVNkI,5,funk-y,True,True
19106,funnel,6,42,fVnl,4,fun-nel,True,True
19108,funnelling,10,4,fVnlIN,6,fun-nel-ling,True,True
19109,funnels,7,8,fVnlz,5,fun-nels,True,True
19110,funnier,7,14,fVnI@r,6,fun-ni-er,True,True
19111,funnies,7,6,fVnIz,5,fun-nies,True,True
19113,funnily,7,19,fVnIlI,6,fun-ni-ly,True,True
19114,funny,5,883,fVnI,4,fun-ny,True,True
19116,furbelows,9,1,fOIbIl@Uz,9,fur-be-lows,True,True
19117,furbishing,10,1,fOIbISIN,8,fur-bish-ing,True,True
19118,furies,6,38,ftSU@rIz,8,fu-ries,True,True
19119,furious,7,263,ftSU@rI@s,9,fu-ri-ous,True,True
