orig_idx,word,freq,pron,orthsyl,phonsyl,len,phlen
33655,fumble,16,fVmbl,fum-ble,fVm-bl,6,5
33659,fumbled,75,fVmbld,fum-bled,fVm-bld,7,6
33664,fumbler,2,fVmbl@r,fum-bler,fVm-bl@r,7,7
33665,fumblers,2,fVmbl@z,fum-blers,fVm-bl@z,8,7
33666,fumbles,3,fVmblz,fum-bles,fVm-blz,7,6
33667,fumbling,62,fVmblIN,fum-bling,fVm-blIN,8,7
33668,fume,13,ftSum,fume,ftSum,4,5
33673,fumed,10,ftSumd,fumed,ftSumd,5,6
33678,fumes,110,ftSumz,fumes,ftSumz,5,6
33680,fumigating,2,ftSumIgeItIN,fu-mi-gat-ing,ftSu-mI-geI-tIN,10,12
33681,fumigation,2,ftSumIgeISn,fu-mi-ga-tion,ftSu-mI-geI-Sn,10,11
33682,fuming,20,ftSumIN,fum-ing,ftSu-mIN,6,7
33683,fun,823,fVn,fun,fVn,3,3
33684,function,1040,fVNkSn,func-tion,fVNk-Sn,8,6
33689,functional,148,fVNkSn@l,func-tion-al,fVNk-Sn-@l,10,8
33690,functionalism,20,fVNkSn@lIz@m,func-tion-al-ism,fVNk-Sn-@-lI-z@m,13,12
33691,functionalist,17,fVNkSn@lIst,func-tion-al-ist,fVNk-Sn-@-lIst,13,11
33693,functionalists,7,fVNkSn@lIsts,func-tion-al-ists,fVNk-Sn-@-lIsts,14,12
33694,functionally,16,fVNkSn@lI,func-tion-al-ly,fVNk-Sn-@-lI,12,9
33695,functionaries,7,fVNkSn@rIz,func-tion-ar-ies,fVNk-Sn-@-rIz,13,10
33696,functionary,9,fVNkSn@rI,func-tion-ar-y,fVNk-Sn-@-rI,11,9
33697,functioned,35,fVNkSnd,func-tioned,fVNk-Snd,10,7
33702,functioning,134,fVNkSnIN,func-tion-ing,fVNk-Sn-IN,11,8
33703,functions,483,fVNkSnz,func-tions,fVNk-Snz,9,7
33705,fund,432,fVnd,fund,fVnd,4,4
33710,fundament,2,fVnd@m@nt,fun-da-ment,fVn-d@-m@nt,9,9
33711,fundamental,604,fVnd@mEntl,fun-da-men-tal,fVn-d@-mEn-tl,11,10
33712,fundamentalism,5,fVnd@mEnt@lIz@m,fun-da-men-tal-ism,fVn-d@-mEn-t@-lI-z@m,14,15
33713,fundamentalist,23,fVnd@mEnt@lIst,fun-da-men-tal-ist,fVn-d@-mEn-t@-lIst,14,14
33715,fundamentalists,8,fVnd@mEnt@lIsts,fun-da-men-tal-ists,fVn-d@-mEn-t@-lIsts,15,15
33716,fundamentally,180,fVnd@mEnt@lI,fun-da-men-tal-ly,fVn-d@-mEn-t@-lI,13,12
33717,fundamentals,36,fVnd@mEntlz,fun-da-men-tals,fVn-d@-mEn-tlz,12,11
33718,funded,75,fVndId,fund-ed,fVn-dId,6,6
33723,funding,128,fVndIN,fund-ing,fVn-dIN,7,6
33724,fundraiser,6,fVndreIz@r,fund--rais-er,fVnd-reI-z@r,10,10
33725,fundraisers,5,fVndreIz@z,fund--rais-ers,fVnd-reI-z@z,11,10
33726,funds,585,fVndz,funds,fVndz,5,5
33728,funeral,392,ftSun@r@l,fu-ner-al,ftSu-n@-r@l,7,9
33729,funerals,69,ftSun@r@lz,fu-ner-als,ftSu-n@-r@lz,8,10
33730,funerary,8,ftSun@r@rI,fu-ner-ar-y,ftSu-n@-r@-rI,8,10
33731,funereal,11,ftSunI@rI@l,fu-ne-re-al,ftSu-nI@-rI@l,8,11
33732,funfair,3,fVnfE@r,fun-fair,fVn-fE@r,7,7
33733,fungi,75,fVNgaI,fun-gi,fVN-gaI,5,6
33734,fungicide,3,fVndZIsaId,fun-gi-cide,fVn-dZI-saId,9,10
33735,fungicides,16,fVndZIsaIdz,fun-gi-cides,fVn-dZI-saIdz,10,11
33736,fungoid,7,fVNgOId,fun-goid,fVN-gOId,7,7
33737,fungus,94,fVNg@s,fun-gus,fVN-g@s,6,6
33738,funk,17,fVNk,funk,fVNk,4,4
33743,funked,5,fVNkt,funked,fVNkt,6,5
33748,funky,7,fVNkI,funk-y,fVN-kI,5,5
33749,funnel,42,fVnl,fun-nel,fV-nl,6,4
33754,funnelled,5,fVnld,fun-nelled,fV-nld,9,5
33759,funnelling,4,fVnlIN,fun-nel-ling,fV-nl-IN,10,6
33760,funnels,8,fVnlz,fun-nels,fV-nlz,7,5
33762,funnier,14,fVnI@r,fun-ni-er,fV-nI@r,7,6
33763,funnies,6,fVnIz,fun-nies,fV-nIz,7,5
33764,funniest,13,fVnIIst,fun-ni-est,fV-nI-Ist,8,7
33765,funnily,19,fVnIlI,fun-ni-ly,fV-nI-lI,7,6
33766,funny,883,fVnI,fun-ny,fV-nI,5,4
33767,fur,333,fOIr,fur,fOIr,3,4
33768,furbelows,1,fOIbIl@Uz,fur-be-lows,fOI-bI-l@Uz,9,9
33769,furbishing,1,fOIbISIN,fur-bish-ing,fOI-bI-SIN,10,8
33770,furies,38,ftSU@rIz,fu-ries,ftSU@-rIz,6,8
33771,furious,263,ftSU@rI@s,fu-ri-ous,ftSU@-rI@s,7,9
33772,furiously,156,ftSU@rI@slI,fu-ri-ous-ly,ftSU@-rI@s-lI,9,11
33773,furl,4,fOIl,furl,fOIl,4,4
33777,furled,10,fOIld,furled,fOIld,6,5
33782,furling,1,fOIlIN,furl-ing,fOI-lIN,7,6
33783,furlong,12,fOIlQN,fur-long,fOI-lQN,7,6
33784,furlongs,8,fOIlQNz,fur-longs,fOI-lQNz,8,7
33785,furlough,1,fOIl@U,fur-lough,fOI-l@U,8,6
33786,furnace,109,fOInIs,fur-nace,fOI-nIs,7,6
33787,furnaces,23,fOInIsIz,fur-nac-es,fOI-nI-sIz,8,8
33788,furnish,44,fOInIS,fur-nish,fOI-nIS,7,6
33792,furnished,240,fOInISt,fur-nished,fOI-nISt,9,7
33797,furnishes,5,fOInISIz,fur-nish-es,fOI-nI-SIz,9,8
33798,furnishing,38,fOInISIN,fur-nish-ing,fOI-nI-SIN,10,8
33799,furnishings,68,fOInISINz,fur-nish-ings,fOI-nI-SINz,11,9
33800,furniture,696,fOInItS@r,fur-ni-ture,fOI-nI-tS@r,9,9
33801,furor,7,ftSU@r$r,fu-ror,ftSU@-r$r,5,8
33802,furore,23,ftSU@r$rI,fu-rore,ftSU@-r$-rI,6,9
33803,furred,15,fOId,furred,fOId,6,4
33808,furrier,2,fVrI@r,fur-ri-er,fV-rI@r,7,6
33809,furriers,3,fVrI@z,fur-ri-ers,fV-rI@z,8,6
33810,furriest,1,fOIrIIst,fur-ri-est,fOI-rI-Ist,8,8
33811,furrow,31,fVr@U,fur-row,fV-r@U,6,5
33816,furrowed,20,fVr@Ud,fur-rowed,fV-r@Ud,8,6
33821,furrowing,4,fVr@UIN,fur-row-ing,fV-r@U-IN,9,7
33822,furrows,28,fVr@Uz,fur-rows,fV-r@Uz,7,6
33823,furry,60,fOIrI,fur-ry,fOI-rI,5,5
33824,furs,48,fOIz,furs,fOIz,4,4
33826,further,4165,fOID@r,fur-ther,fOI-D@r,7,6
33828,furtherance,24,fOID@r@ns,fur-ther-ance,fOI-D@-r@ns,11,9
33829,furthered,10,fOID@d,fur-thered,fOI-D@d,9,6
33834,furthering,12,fOID@rIN,fur-ther-ing,fOI-D@-rIN,10,8
33835,furthermore,367,fOID@m$r,fur-ther-more,fOI-D@-m$r,11,8
33836,furthermost,1,fOID@m@Ust,fur-ther-most,fOI-D@-m@Ust,11,10
33837,furthers,2,fOID@z,fur-thers,fOI-D@z,8,6
33838,furthest,54,fOIDIst,fur-thest,fOI-DIst,8,7
33840,furtive,54,fOItIv,fur-tive,fOI-tIv,7,6
33841,furtively,51,fOItIvlI,fur-tive-ly,fOI-tIv-lI,9,8
33842,furtiveness,5,fOItIvnIs,fur-tive-ness,fOI-tIv-nIs,11,9
33843,fury,282,ftSU@rI,Fu-ry,ftSU@-rI,4,7
33845,furze,4,fOIz,furze,fOIz,5,4
33846,fuse,110,ftSuz,fuse,ftSuz,4,5
33851,fused,42,ftSuzd,fused,ftSuzd,5,6
33857,fuselage,19,ftSuz@lAZ,fu-se-lage,ftSu-z@-lAZ,8,9
33858,fuselages,1,ftSuz@lAZIz,fu-se-lag-es,ftSu-z@-lA-ZIz,9,11
33859,fuses,36,ftSuzIz,fus-es,ftSu-zIz,5,7
33861,fusiliers,2,ftSuz@lI@z,fu-si-liers,ftSu-z@-lI@z,9,10
33862,fusillade,4,ftSuz@leId,fu-sil-lade,ftSu-z@-leId,9,10
33863,fusing,20,ftSuzIN,fus-ing,ftSu-zIN,6,7
33864,fusion,103,ftSuZn,fu-sion,ftSu-Zn,6,6
33865,fusions,3,ftSuZnz,fu-sions,ftSu-Znz,7,7
33866,fuss,299,fVs,fuss,fVs,4,3
33871,fussed,30,fVst,fussed,fVst,6,4
33876,fusses,8,fVsIz,fuss-es,fV-sIz,6,5
33877,fussier,3,fVsI@r,fuss-i-er,fV-sI@r,7,6
33878,fussiest,1,fVsIIst,fuss-i-est,fV-sI-Ist,8,7
33879,fussily,8,fVsIlI,fuss-i-ly,fV-sI-lI,7,6
33880,fussiness,2,fVsInIs,fuss-i-ness,fV-sI-nIs,9,7
33881,fussing,55,fVsIN,fuss-ing,fV-sIN,7,5
33882,fusspot,3,fVspQt,fuss-pot,fVs-pQt,7,6
33883,fussy,66,fVsI,fuss-y,fV-sI,5,4
33884,fustian,4,fVstI@n,fus-tian,fV-stI@n,7,7
33885,fusty,8,fVstI,fus-ty,fV-stI,5,5
33886,futile,99,ftSutaIl,fu-tile,ftSu-taIl,6,8
33887,futility,52,ftSutIl@tI,fu-til-i-ty,ftSu-tI-l@-tI,8,10
33888,future,3482,ftSutS@r,fu-ture,ftSu-tS@r,6,8
33890,futureless,1,ftSutS@lIs,fu-ture-less,ftSu-tS@-lIs,10,10
33891,futures,73,ftSutS@z,fu-tures,ftSu-tS@z,7,8
33893,futurism,15,ftSutS@rIz@m,fu-tur-ism,ftSu-tS@-rI-z@m,8,12
33894,futurist,19,ftSutS@rIst,fu-tur-ist,ftSu-tS@-rIst,8,11
33895,futuristic,13,ftSutS@rIstIk,fu-tur-is-tic,ftSu-tS@-rI-stIk,10,13
33896,futurists,10,ftSutS@rIsts,fu-tur-ists,ftSu-tS@-rIsts,9,12
33897,futurity,9,ftSuttSU@r@tI,fu-tu-ri-ty,ftSu-ttSU@-r@-tI,8,13
33898,fuzz,44,fVz,fuzz,fVz,4,3
33899,fuzzier,2,fVzI@r,fuzz-i-er,fV-zI@r,7,6
33900,fuzzily,1,fVzIlI,fuzz-i-ly,fV-zI-lI,7,6
33901,fuzziness,7,fVzInIs,fuzz-i-ness,fV-zI-nIs,9,7
33902,fuzzy,36,fVzI,fuzz-y,fV-zI,5,4
33903,gab,2,g{b,gab,g{b,3,3
33904,gabardine,5,g{b@din,gab-ar-dine,g{-b@-din,9,7
33905,gabardines,1,g{b@dinz,gab-ar-dines,g{-b@-dinz,10,8
33906,gabble,13,g{bl,gab-ble,g{-bl,6,4
33911,gabbled,10,g{bld,gab-bled,g{-bld,7,5
33916,gabbles,1,g{blz,gab-bles,g{-blz,7,5
33917,gabbling,14,g{blIN,gab-bling,g{-blIN,8,6
33918,gable,25,geIbl,ga-ble,geI-bl,5,5
33919,gabled,15,geIbld,ga-bled,geI-bld,6,6
33920,gables,15,geIblz,ga-bles,geI-blz,6,6
33921,gabon,18,g{bQn,Ga-bon,g{-bQn,5,5
33922,gad,4,g{d,gad,g{d,3,3
33924,gadabout,1,g{d@baUt,gad-a-bout,g{d-@-baUt,8,8
33925,gadflies,1,g{dflaIz,gad-flies,g{d-flaIz,8,8
33926,gadfly,4,g{dflaI,gad-fly,g{d-flaI,6,7
33927,gadget,27,g{dZIt,gadg-et,g{-dZIt,6,6
33928,gadgetry,10,g{dZItrI,gadg-et-ry,g{-dZI-trI,8,8
33929,gadgets,66,g{dZIts,gadg-ets,g{-dZIts,7,7
33930,gaelic,11,geIlIk,Gael-ic,geI-lIk,6,6
33932,gaels,1,geIlz,Gaels,geIlz,5,5
33933,gaff,27,g{f,gaff,g{f,4,3
33938,gaffe,16,g{f,gaffe,g{f,5,3
33939,gaffer,4,g{f@r,gaf-fer,g{-f@r,6,5
33940,gaffers,1,g{f@z,gaff-ers,g{-f@z,7,5
33941,gaffes,4,g{fs,gaffes,g{fs,6,4
33942,gaffing,1,g{fIN,gaff-ing,g{-fIN,7,5
33943,gaffs,3,g{fs,gaffs,g{fs,5,4
33944,gag,34,g{g,gag,g{g,3,3
33949,gaga,6,gAgA,ga-ga,gA-gA,4,4
33950,gage,4,geIdZ,Gage,geIdZ,4,5
33951,gagged,20,g{gd,gagged,g{gd,6,4
33956,gagging,24,g{gIN,gag-ging,g{-gIN,7,5
33957,gaggle,8,g{gl,gag-gle,g{-gl,6,4
33958,gaggles,3,g{glz,gag-gles,g{-glz,7,5
33959,gags,11,g{gz,gags,g{gz,4,4
33961,gaiety,61,geI@tI,gai-e-ty,geI-@-tI,6,6
33962,gaily,70,geIlI,gai-ly,geI-lI,5,5
33963,gain,862,geIn,gain,geIn,4,4
33968,gained,575,geInd,gained,geInd,6,5
33973,gainful,8,geInfUl,gain-ful,geIn-fUl,7,7
33974,gainfully,11,geInfUlI,gain-ful-ly,geIn-fU-lI,9,8
33975,gaining,227,geInIN,gain-ing,geI-nIN,7,6
33976,gains,390,geInz,gains,geInz,5,5
33978,gainsaid,5,geInseId,gain-said,geIn-seId,8,8
33983,gainsaying,1,geInseIIN,gain-say-ing,geIn-seI-IN,10,9
33984,gainsborough,37,geInzb@r@,Gains-bor-ough,geInz-b@-r@,12,9
33985,gait,47,geIt,gait,geIt,4,4
33986,gaiters,8,geIt@z,gai-ters,geI-t@z,7,6
33987,gaits,6,geIts,gaits,geIts,5,5
33988,gal,17,g{l,gal,g{l,3,3
33989,gala,15,gAl@,ga-la,gA-l@,4,4
33990,galactic,28,g@l{ktIk,ga-lac-tic,g@-l{k-tIk,8,8
33991,galantine,2,g{l@ntin,gal-an-tine,g{-l@n-tin,9,8
33992,galas,2,gAl@z,ga-las,gA-l@z,5,5
33993,galaxies,69,g{l@ksIz,gal-ax-ies,g{-l@k-sIz,8,8
33994,galaxy,133,g{l@ksI,Gal-ax-y,g{-l@k-sI,6,7
33996,gale,117,geIl,gale,geIl,4,4
33997,gales,40,geIlz,gales,geIlz,5,5
33998,gall,26,g$l,gall,g$l,4,3
33999,gallant,71,g{l@nt,gal-lant,g{-l@nt,7,6
34001,gallantly,33,g{l@ntlI,gal-lant-ly,g{-l@nt-lI,9,8
34002,gallantries,3,g{l@ntrIz,gal-lant-ries,g{-l@n-trIz,11,9
34003,gallantry,26,g{l@ntrI,gal-lant-ry,g{-l@n-trI,9,8
34004,gallants,7,g{l@nts,gal-lants,g{-l@nts,8,7
34005,galled,5,g$ld,galled,g$ld,6,4
34010,galleon,6,g{lI@n,gal-le-on,g{-lI@n,7,6
34011,galleons,6,g{lI@nz,gal-le-ons,g{-lI@nz,8,7
34012,galleries,170,g{l@rIz,gal-ler-ies,g{-l@-rIz,9,7
34013,gallery,496,g{l@rI,gal-ler-y,g{-l@-rI,7,6
34014,galley,63,g{lI,gal-ley,g{-lI,6,4
34015,galleys,9,g{lIz,gal-leys,g{-lIz,7,5
34016,gallic,11,g{lIk,Gal-lic,g{-lIk,6,5
34017,galling,9,g$lIN,gall-ing,g$-lIN,7,5
34018,gallivanting,4,g{lIv{ntIN,gal-li-vant-ing,g{-lI-v{n-tIN,12,10
34019,gallon,81,g{l@n,gal-lon,g{-l@n,6,5
34020,gallons,117,g{l@nz,gal-lons,g{-l@nz,7,6
34021,gallop,51,g{l@p,gal-lop,g{-l@p,6,5
34026,galloped,40,g{l@pt,gal-loped,g{-l@pt,8,6
34031,galloping,51,g{l@pIN,gal-lop-ing,g{-l@-pIN,9,7
34033,gallops,9,g{l@ps,gal-lops,g{-l@ps,7,6
34035,gallows,42,g{l@Uz,gal-lows,g{-l@Uz,7,6
34037,galls,3,g$lz,galls,g$lz,5,4
34038,gallstones,3,g$lst@Unz,gall-stones,g$l-st@Unz,10,9
34039,gallup,25,g{l@p,Gal-lup,g{-l@p,6,5
34040,galore,9,g@l$r,ga-lore,g@-l$r,6,5
34041,galoshes,20,g@lQSIz,ga-losh-es,g@-lQ-SIz,8,7
34042,gals,10,g{lz,gals,g{lz,4,4
34043,galumphing,3,g@lVmfIN,ga-lumph-ing,g@-lVm-fIN,10,8
34044,galvanic,2,g{lv{nIk,gal-van-ic,g{l-v{-nIk,8,8
34045,galvanize,8,g{lv@naIz,gal-va-nize,g{l-v@-naIz,9,9
34049,galvanized,30,g{lv@naIzd,gal-va-nized,g{l-v@-naIzd,10,10
34054,galvanizing,4,g{lv@naIzIN,gal-va-niz-ing,g{l-v@-naI-zIN,11,11
34055,gambia,18,g{mbI@,Gam-bi-a,g{m-bI@,6,6
34056,gambian,1,g{mbI@n,Gam-bi-an,g{m-bI@n,7,7
34057,gambit,141,g{mbIt,gam-bit,g{m-bIt,6,6
34058,gambits,35,g{mbIts,gam-bits,g{m-bIts,7,7
34059,gamble,86,g{mbl,gam-ble,g{m-bl,6,5
34064,gambled,15,g{mbld,gam-bled,g{m-bld,7,6
34069,gambler,25,g{mbl@r,gam-bler,g{m-bl@r,7,7
34070,gamblers,36,g{mbl@z,gam-blers,g{m-bl@z,8,7
34071,gambles,4,g{mblz,gam-bles,g{m-blz,7,6
34072,gambling,166,g{mblIN,gam-bling,g{m-blIN,8,7
34074,gamboge,1,g{mbuZ,gam-boge,g{m-buZ,7,6
34075,gambol,3,g{mbl,gam-bol,g{m-bl,6,5
34076,gambolled,10,g{mbld,gam-bolled,g{m-bld,9,6
34081,gambolling,1,g{mblIN,gam-bol-ling,g{m-blIN,10,7
34082,gambols,1,g{mblz,gam-bols,g{m-blz,7,6
34083,game,2649,geIm,game,geIm,4,4
34084,gamebird,1,geImbOId,game--bird,geIm-bOId,8,8
34085,gamebirds,1,geImbOIdz,game--birds,geIm-bOIdz,9,9
34086,gamecock,1,geImkQk,game-cock,geIm-kQk,8,7
34087,gamecocks,2,geImkQks,game-cocks,geIm-kQks,9,8
34088,gamekeeper,23,geImkip@r,game-keep-er,geIm-ki-p@r,10,9
34089,gamekeepers,9,geImkip@z,game-keep-ers,geIm-ki-p@z,11,9
34090,gamely,8,geImlI,game-ly,geIm-lI,6,6
34091,games,1114,geImz,games,geImz,5,5
34094,gamesman,137,geImzm@n,games-man,geImz-m@n,8,8
34095,gamesmanship,94,geImzm@nSIp,games-man-ship,geImz-m@n-SIp,12,11
34096,gamesmen,27,geImzm@n,games-men,geImz-m@n,8,8
34097,gaming,33,geImIN,gam-ing,geI-mIN,6,6
34098,gamma,22,g{m@,gam-ma,g{-m@,5,4
34099,gammon,10,g{m@n,gam-mon,g{-m@n,6,5
34100,gammy,2,g{mI,gam-my,g{-mI,5,4
34101,gamp,5,g{mp,gamp,g{mp,4,4
34102,gamut,18,g{m@t,gam-ut,g{-m@t,5,5
34103,gamy,6,geImI,gam-y,geI-mI,4,5
34104,gander,3,g{nd@r,gan-der,g{n-d@r,6,6
34105,gang,345,g{N,gang,g{N,4,3
34106,ganger,2,g{N@r,gang-er,g{N-@r,6,5
34107,gangers,4,g{N@z,gang-ers,g{N-@z,7,5
34108,ganglia,1,g{NglI@,gan-gli-a,g{N-glI@,7,7
34109,gangling,15,g{NglIN,gan-gling,g{N-glIN,8,7
34110,gangplank,3,g{Npl{Nk,gang-plank,g{N-pl{Nk,9,8
34111,gangplanks,2,g{Npl{Nks,gang-planks,g{N-pl{Nks,10,9
34112,gangrene,4,g{Ngrin,gan-grene,g{N-grin,8,7
34113,gangrenous,5,g{NgrIn@s,gan-gre-nous,g{N-grI-n@s,10,9
34114,gangs,88,g{Nz,gangs,g{Nz,5,4
34115,gangster,50,g{Nst@r,gang-ster,g{N-st@r,8,7
34116,gangsters,36,g{Nst@z,gang-sters,g{N-st@z,9,7
34117,gangway,31,g{NweI,gang-way,g{N-weI,7,6
34118,gangways,6,g{NweIz,gang-ways,g{N-weIz,8,7
34119,gannet,4,g{nIt,gan-net,g{-nIt,6,5
34121,gannets,2,g{nIts,gan-nets,g{-nIts,7,6
34122,gantries,2,g{ntrIz,gan-tries,g{n-trIz,8,7
34123,gantry,14,g{ntrI,gan-try,g{n-trI,6,6
34124,gap,611,g{p,gap,g{p,3,3
34125,gape,21,geIp,gape,geIp,4,4
34130,gaped,30,geIpt,gaped,geIpt,5,5
34135,gapes,5,geIps,gapes,geIps,5,5
34137,gaping,72,geIpIN,gap-ing,geI-pIN,6,6
34138,gaps,142,g{ps,gaps,g{ps,4,4
34139,gaptoothed,3,g{ptuTt,gap--toothed,g{p-tuTt,10,7
34140,garage,408,g{rAdZ,ga-rage,g{-rAdZ,6,6
34141,garages,42,g{rAdZIz,ga-rag-es,g{-rA-dZIz,7,8
34142,garaging,2,g{rAdZIN,ga-rag-ing,g{-rA-dZIN,8,8
34143,garb,32,gAb,garb,gAb,4,3
34144,garbage,166,gAbIdZ,gar-bage,gA-bIdZ,7,6
34145,garbled,20,gAbld,gar-bled,gA-bld,7,5
34150,garbling,2,gAblIN,gar-bling,gA-blIN,8,6
34151,garden,1998,gAdn,gar-den,gA-dn,6,4
34156,gardener,119,gAdn@r,gar-den-er,gAd-n@r,8,6
34157,gardeners,64,gAdn@z,gar-den-ers,gAd-n@z,9,6
34158,gardenia,6,gAdintS@,gar-de-nia,gA-di-ntS@,8,8
34159,gardenias,2,gAdintS@z,gar-de-ni-as,gA-di-ntS@z,9,9
34160,gardening,106,gAdnIN,gar-den-ing,gA-dn-IN,9,6
34162,gardens,563,gAdnz,gar-dens,gA-dnz,7,5
34163,gargantuan,22,gAg{nttSU@n,gar-gan-tu-an,gA-g{n-ttSU@n,10,11
34164,gargled,5,gAgld,gar-gled,gA-gld,7,5
34169,gargling,4,gAglIN,gar-gling,gA-glIN,8,6
34170,gargoyle,4,gAgOIl,gar-goyle,gA-gOIl,8,6
34171,gargoyles,4,gAgOIlz,gar-goyles,gA-gOIlz,9,7
34172,garish,36,gE@rIS,gar-ish,gE@-rIS,6,6
34173,garishly,5,gE@rISlI,gar-ish-ly,gE@-rIS-lI,8,8
34174,garishness,3,gE@rISnIs,gar-ish-ness,gE@-rIS-nIs,10,9
34175,garland,12,gAl@nd,gar-land,gA-l@nd,7,6
34176,garlanded,10,gAl@ndId,gar-land-ed,gA-l@n-dId,9,8
34181,garlands,20,gAl@ndz,gar-lands,gA-l@ndz,8,7
34182,garlic,115,gAlIk,gar-lic,gA-lIk,6,5
34183,garment,177,gAm@nt,gar-ment,gA-m@nt,7,6
34184,garments,219,gAm@nts,gar-ments,gA-m@nts,8,7
34185,garner,4,gAn@r,gar-ner,gA-n@r,6,5
34189,garnered,10,gAn@d,gar-nered,gA-n@d,8,5
34194,garnering,3,gAn@rIN,gar-ner-ing,gA-n@-rIN,9,7
34195,garnet,9,gAnIt,gar-net,gA-nIt,6,5
34196,garnets,2,gAnIts,gar-nets,gA-nIts,7,6
34197,garnish,36,gAnIS,gar-nish,gA-nIS,7,5
34202,garnished,15,gAnISt,gar-nished,gA-nISt,9,6
34207,garnishing,1,gAnISIN,gar-nish-ing,gA-nI-SIN,10,7
34208,garret,19,g{r@t,gar-ret,g{-r@t,6,5
34209,garrets,3,g{r@ts,gar-rets,g{-r@ts,7,6
34210,garrison,76,g{rIsn,gar-ri-son,g{-rI-sn,8,6
34215,garrisons,15,g{rIsnz,gar-ri-sons,g{-rI-snz,9,7
34216,garrotte,4,g@rQt,gar-rotte,g@-rQt,8,5
34220,garrotting,2,g@rQtIN,gar-rot-ting,g@-rQ-tIN,10,7
34221,garrulous,20,g{r@l@s,gar-ru-lous,g{-r@-l@s,9,7
34222,garrulously,1,g{r@l@slI,gar-ru-lous-ly,g{-r@-l@s-lI,11,9
34223,garrulousness,1,g{r@l@snIs,gar-ru-lous-ness,g{-r@-l@s-nIs,13,10
34224,garter,20,gAt@r,gar-ter,gA-t@r,6,5
34225,garters,9,gAt@z,gar-ters,gA-t@z,7,5
34226,gas,1269,g{s,gas,g{s,3,3
34227,gasbag,1,g{sb{g,gas-bag,g{s-b{g,6,6
34228,gaseous,30,g{stS@s,gas-e-ous,g{-stS@s,7,7
34229,gases,114,g{sIz,gas-es,g{-sIz,5,5
34230,gash,34,g{S,gash,g{S,4,3
34231,gashed,10,g{St,gashed,g{St,6,4
34236,gashes,11,g{SIz,gash-es,g{-SIz,6,5
34237,gashing,4,g{SIN,gash-ing,g{-SIN,7,5
34238,gasification,11,g{sIfIkeISn,gas-i-fi-ca-tion,g{-sI-fI-keI-Sn,12,11
34239,gasket,2,g{skIt,gas-ket,g{s-kIt,6,6
34240,gaskets,1,g{skIts,gas-kets,g{s-kIts,7,7
34241,gaslight,5,g{slaIt,gas-light,g{s-laIt,8,7
34242,gaslights,1,g{slaIts,gas-lights,g{s-laIts,9,8
34243,gasman,1,g{sm{n,gas-man,g{s-m{n,6,6
34244,gasmask,5,g{smAsk,gas-mask,g{s-mAsk,7,7
34245,gasmasks,2,g{smAsks,gas-masks,g{s-mAsks,8,8
34246,gasmen,2,g{smEn,gas-men,g{s-mEn,6,6
34247,gasmeter,1,g{smit@r,gas--me-ter,g{s-mi-t@r,8,8
34248,gasoline,70,g{s@Ulin,gas-o-line,g{-s@U-lin,8,8
34249,gasometer,6,g{sQmIt@r,gas-om-e-ter,g{-sQ-mI-t@r,9,9
34250,gasometers,5,g{sQmIt@z,gas-om-e-ters,g{-sQ-mI-t@z,10,9
34251,gasovens,1,g{sVvnz,gas--ov-ens,g{s-V-vnz,8,7
34252,gasp,90,gAsp,gasp,gAsp,4,4
34257,gasped,135,gAspt,gasped,gAspt,6,5
34262,gasping,112,gAspIN,gasp-ing,gA-spIN,7,6
34263,gasps,35,gAsps,gasps,gAsps,5,5
34265,gasring,3,g{srIN,gas--ring,g{s-rIN,7,6
34266,gasrings,2,g{srINz,gas--rings,g{s-rINz,8,7
34267,gassed,20,g{st,gassed,g{st,6,4
34272,gasses,1,g{sIz,gas-ses,g{-sIz,6,5
34273,gassing,27,g{sIN,gas-sing,g{-sIN,7,5
34274,gasstove,2,g{sst@Uv,gas--stove,g{s-st@Uv,8,8
34275,gasstoves,1,g{sst@Uvz,gas--stoves,g{s-st@Uvz,9,9
34276,gassy,2,g{sI,gas-sy,g{-sI,5,4
34277,gastric,17,g{strIk,gas-tric,g{-strIk,7,7
34278,gastritis,1,g{straItIs,gas-tri-tis,g{-straI-tIs,9,10
34279,gastroenteritis,2,g{str@UEnt@raItIs,gas-tro-en-ter-i-tis,g{-str@U-En-t@-raI-tIs,15,17
34280,gastronomic,9,g{str@nQmIk,gas-tro-nom-ic,g{-str@-nQ-mIk,11,11
34281,gastronomy,1,g{strQn@mI,gas-tron-o-my,g{s-trQ-n@-mI,10,10
34282,gasworks,6,g{swOIks,gas-works,g{s-wOIks,8,8
34284,gat,7,g{t,gat,g{t,3,3
34285,gate,878,geIt,gate,geIt,4,4
34286,gateau,8,g{t@U,ga-teau,g{-t@U,6,5
34287,gateaux,2,g{t@Uz,ga-teaux,g{-t@Uz,7,6
34288,gated,5,geItId,gat-ed,geI-tId,5,6
34293,gatehouse,27,geIthaUs,gate-house,geIt-haUs,9,8
34294,gatehouses,2,geIthaUzIz,gate-hous-es,geIt-haU-zIz,10,10
34295,gatekeeper,4,geItkip@r,gate-keep-er,geIt-ki-p@r,10,9
34296,gatekeepers,1,geItkip@z,gate-keep-ers,geIt-ki-p@z,11,9
34297,gatepost,6,geItp@Ust,gate-post,geIt-p@Ust,8,9
34298,gateposts,5,geItp@Usts,gate-posts,geIt-p@Usts,9,10
34299,gates,353,geIts,gates,geIts,5,5
